user_id,business_id,predicted_rating,name,city,state,stars,categories,hidden_gem_score
rkmsy8QUiG3FmkLPHW5ejw,42dVj5q-LMx_iJxcq5Fzng,4.872662326,Vida,Indianapolis,IN,4.5,"Restaurants, Local Flavor, American (New), Salad, Seafood, Steakhouses",0.944748956
rkmsy8QUiG3FmkLPHW5ejw,S1FwTmCAwv5ulu5gToWi_w,4.858563714,RIM Cafe,Philadelphia,PA,4.5,"Specialty Food, Food, Restaurants, Desserts, Gelato, Chocolatiers & Shops, Coffee & Tea",0.892114792
rkmsy8QUiG3FmkLPHW5ejw,dHFEcHJG2LmPBJ0X2cfj7Q,4.855653998,Stargazy,Philadelphia,PA,4.5,"Restaurants, British, Food, Bakeries",0.913781214
rkmsy8QUiG3FmkLPHW5ejw,NDzQFHW671hbB-aArOy12A,4.854676728,Chapati,Indianapolis,IN,4.5,"Middle Eastern, Halal, Pakistani, Restaurants, Indian",0.915095645
rkmsy8QUiG3FmkLPHW5ejw,bO11uxR0ipkAc59TawQCew,4.854430161,Gelato Dolceria,Haddonfield,NJ,5,"Gelato, Food, Desserts, Ice Cream & Frozen Yogurt, Coffee & Tea",0.744333953
rkmsy8QUiG3FmkLPHW5ejw,JeSIzQ1MbaYGMrGDtEAutQ,4.850260572,Nicey Treat,Indianapolis,IN,5,"Food, Ice Cream & Frozen Yogurt",0.94183155
rkmsy8QUiG3FmkLPHW5ejw,pvRqGsEqQ0Olc_f1tLbmrQ,4.84042285,Plaza Liquors & Fine Wines,Tucson,AZ,5,"Beer, Wine & Spirits, Food",0.985441133
rkmsy8QUiG3FmkLPHW5ejw,fEqiXG_B-fn__w0aeF3nBQ,4.838744031,Laurel,Philadelphia,PA,4.5,"French, American (New), Restaurants",0.915292827
rkmsy8QUiG3FmkLPHW5ejw,NHb6QTrJOnyIj-Zd0fYzFg,4.829029012,Bogart's Smokehouse,Saint Louis,MO,4.5,"Food, Event Planning & Services, American (Traditional), Caterers, Smokehouse, Barbeque, Sandwiches, Restaurants",0.809180082
rkmsy8QUiG3FmkLPHW5ejw,DbARcEuX6NvWN_hSQKHMJg,4.828819826,Wat Mongkolratanaram of Florida,Tampa,FL,4.5,"Religious Organizations, Restaurants, Local Flavor, Thai, Buddhist Temples, Churches",0.847970194
rkmsy8QUiG3FmkLPHW5ejw,#NAME?,4.826664228,Perenn - Midtown,Reno,NV,4.5,"Bakeries, Food",0.925149463
rkmsy8QUiG3FmkLPHW5ejw,B5eJm8A4eiuPLW5C6l75dQ,4.826044266,Di Bruno Bros.,Philadelphia,PA,4.5,"Sandwiches, Cheese Shops, Meat Shops, Italian, Specialty Food, Restaurants, Food",0.876348479
rkmsy8QUiG3FmkLPHW5ejw,Z8qGOmU8YxDjLPBbrz84Yw,4.825955677,Capogiro Gelato,Philadelphia,PA,4.5,"Coffee & Tea, Gelato, Ice Cream & Frozen Yogurt, Food",0.883041044
xC-q_yh0XwcjRLimkS3RNg,DVBJRvnCpkqaYl6nHroaMg,4.532593425,Tumerico,Tucson,AZ,5,"Mexican, Gluten-Free, Vegetarian, Restaurants, Vegan",0.964209355
xC-q_yh0XwcjRLimkS3RNg,atZ_olNKXOG4rEr6mccN8g,4.503339746,Beiler's Bakery,Philadelphia,PA,4.5,"Food, Donuts, Food Stands, Restaurants, Specialty Food, Bakeries, Breakfast & Brunch",0.844006275
xC-q_yh0XwcjRLimkS3RNg,OR7VJQ3Nk1wCcIbPN4TCQQ,4.460973496,Smiling With Hope Pizza,Reno,NV,5,"Italian, Restaurants, Salad, Pizza",0.908420267
xC-q_yh0XwcjRLimkS3RNg,KTGEa8V9ec0QBYM_uk1YLQ,4.460460989,Czerw's Kielbasy,Philadelphia,PA,5,"Food, Specialty Food, Meat Shops",0.955383134
xC-q_yh0XwcjRLimkS3RNg,zp9OcdUq2CWtQuI9FFBOQQ,4.458920482,Iovine Brothers Produce,Philadelphia,PA,4.5,"Fruits & Veggies, Food, Specialty Food",0.915292827
xC-q_yh0XwcjRLimkS3RNg,fEqiXG_B-fn__w0aeF3nBQ,4.45710907,Laurel,Philadelphia,PA,4.5,"French, American (New), Restaurants",0.915292827
xC-q_yh0XwcjRLimkS3RNg,IO3apWfFnKPO2XRFmGfTEw,4.451556502,Nathaniel Reid Bakery,Saint Louis,MO,4.5,"Sandwiches, Food, Desserts, Restaurants, Bakeries",0.878286798
xC-q_yh0XwcjRLimkS3RNg,tARR9jhv5gi9TjsfSVmjmw,4.446279985,Kaffe Crepe,Reno,NV,5,"Food, Restaurants, Cafes, Creperies, Coffee & Tea",0.920533807
xC-q_yh0XwcjRLimkS3RNg,#NAME?,4.444643874,Perenn - Midtown,Reno,NV,4.5,"Bakeries, Food",0.925149463
xC-q_yh0XwcjRLimkS3RNg,K7KHmHzxNwzqiijSJeKe_A,4.438346751,Cafe La Maude,Philadelphia,PA,4.5,"Sandwiches, Cafes, Coffee & Tea, Restaurants, Food, Breakfast & Brunch, Mediterranean, American (New)",0.853478514
xC-q_yh0XwcjRLimkS3RNg,PxG1rLAfbvtoAWrsq5Rhog,4.430196707,Center City Pretzel Co,Philadelphia,PA,4.5,"Bakeries, Food, Pretzels",0.946685807
xC-q_yh0XwcjRLimkS3RNg,vUrTGX_7HxqeoQ_6QCVz6g,4.425099902,Suraya,Philadelphia,PA,4.5,"Active Life, Beer Gardens, Grocery, Middle Eastern, Specialty Food, American (New), Parks, Cafes, Food, Nightlife, Restaurants, Coffee & Tea, Lebanese",0.832437588
xC-q_yh0XwcjRLimkS3RNg,9xdXS7jtWjCVzL4_oPGv9A,4.423521157,GW Fins,New Orleans,LA,4.5,"Seafood, Gluten-Free, Vegetarian, Restaurants",0.782491228
xC-q_yh0XwcjRLimkS3RNg,qjGS_7iaQDpbVhS6W8qkHQ,4.413377449,The Sweet Life Bakeshop,Philadelphia,PA,5,"Food, Cupcakes, Desserts, Bakeries",0.962273004
xC-q_yh0XwcjRLimkS3RNg,_aKr7POnacW_VizRKBpCiA,4.407645949,Blues City Deli,Saint Louis,MO,5,"Delis, Bars, Restaurants, Nightlife, Pubs, American (Traditional), Sandwiches",0.859286189
xC-q_yh0XwcjRLimkS3RNg,dclL14pr7OojCOKJ_ZbMbQ,4.405923915,Angelo Brocato,New Orleans,LA,4.5,"Bakeries, Ice Cream & Frozen Yogurt, Food, Desserts, Gelato, Restaurants, Coffee & Tea, Patisserie/Cake Shop",0.905609991
xC-q_yh0XwcjRLimkS3RNg,tc6jKQiRjFO2M7BylwHVrg,4.401600764,Kwok's Bistro,Reno,NV,4.5,"Noodles, Restaurants, Chinese, Asian Fusion",0.934984575
xC-q_yh0XwcjRLimkS3RNg,_gVyuTRb_6HM-SNtqbpevQ,4.394332263,Taste Bar,Saint Louis,MO,4.5,"Dive Bars, Cocktail Bars, Restaurants, American (Traditional), Nightlife, Bars, Food, Tapas Bars, Specialty Food",0.842966856
xC-q_yh0XwcjRLimkS3RNg,42dVj5q-LMx_iJxcq5Fzng,4.389426328,Vida,Indianapolis,IN,4.5,"Restaurants, Local Flavor, American (New), Salad, Seafood, Steakhouses",0.944748956
xC-q_yh0XwcjRLimkS3RNg,#NAME?,4.386349617,ICI Macarons & Cafe,Philadelphia,PA,5,"Desserts, Bakeries, Food, Coffee & Tea, Specialty Food, Macarons",0.927985396
xC-q_yh0XwcjRLimkS3RNg,9v19T4fTmMl5MPXmdUqWAA,4.38212139,Coat Check Coffee,Indianapolis,IN,4.5,"Food, Bakeries, Coffee & Tea",0.944748956
xC-q_yh0XwcjRLimkS3RNg,M4pf66QgBEu45FF_ivqk7g,4.379170578,Pacific Counter,Saint Petersburg,FL,4.5,"Sushi Bars, Poke, Restaurants, Hawaiian, Asian Fusion, Food",0.793788736
xC-q_yh0XwcjRLimkS3RNg,RleiW2_QLyxgNjFfqDoZpw,4.371720955,Modo Mio,Philadelphia,PA,4,"Italian, Gluten-Free, Food, Restaurants",0.850225447
xC-q_yh0XwcjRLimkS3RNg,gsy3nze2K5cSH9H6rOkTgQ,4.369732036,Long's Bakery,Indianapolis,IN,4.5,"Donuts, Restaurants, Bakeries, Food",0.874938552
xC-q_yh0XwcjRLimkS3RNg,tBQcVd9c0EHKAXLZn_v54g,4.367863376,Bibou,Philadelphia,PA,4.5,"Restaurants, French, Specialty Food, Food",0.925145038
S_llEH0Hdbipg1xUAmr7kw,42dVj5q-LMx_iJxcq5Fzng,5.30491205,Vida,Indianapolis,IN,4.5,"Restaurants, Local Flavor, American (New), Salad, Seafood, Steakhouses",0.944748956
S_llEH0Hdbipg1xUAmr7kw,OR7VJQ3Nk1wCcIbPN4TCQQ,5.190967282,Smiling With Hope Pizza,Reno,NV,5,"Italian, Restaurants, Salad, Pizza",0.908420267
S_llEH0Hdbipg1xUAmr7kw,DVBJRvnCpkqaYl6nHroaMg,5.160927672,Tumerico,Tucson,AZ,5,"Mexican, Gluten-Free, Vegetarian, Restaurants, Vegan",0.964209355
S_llEH0Hdbipg1xUAmr7kw,wbDRmtxaKRpBOjutvV6TEA,5.154025029,Barclay Prime,Philadelphia,PA,4.5,"Steakhouses, Restaurants",0.862849153
S_llEH0Hdbipg1xUAmr7kw,e3Y3hDpwHc9RmQlJtIgHuw,5.150934101,Lacroix Restaurant at The Rittenhouse,Philadelphia,PA,4.5,"Restaurants, Breakfast & Brunch, Brazilian, American (New), French, Asian Fusion",0.872469899
S_llEH0Hdbipg1xUAmr7kw,pvRqGsEqQ0Olc_f1tLbmrQ,5.128966218,Plaza Liquors & Fine Wines,Tucson,AZ,5,"Beer, Wine & Spirits, Food",0.985441133
S_llEH0Hdbipg1xUAmr7kw,qjGS_7iaQDpbVhS6W8qkHQ,5.104427953,The Sweet Life Bakeshop,Philadelphia,PA,5,"Food, Cupcakes, Desserts, Bakeries",0.962273004
S_llEH0Hdbipg1xUAmr7kw,zp9OcdUq2CWtQuI9FFBOQQ,5.093321326,Iovine Brothers Produce,Philadelphia,PA,4.5,"Fruits & Veggies, Food, Specialty Food",0.915292827
S_llEH0Hdbipg1xUAmr7kw,2KIDQyTh-HzLxOUEDqtDBg,5.090078109,Mazzaro's Italian Market,Saint Petersburg,FL,4.5,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",0.717239586
S_llEH0Hdbipg1xUAmr7kw,Qw7tz-UkPrpXaVidWuab4Q,5.08996331,Philadelphia Museum of Art,Philadelphia,PA,4.5,"Art Museums, Jazz & Blues, Arts & Crafts, American (New), Shopping, Museums, Nightlife, Art Galleries, Restaurants, Arts & Entertainment",0.850725715
S_llEH0Hdbipg1xUAmr7kw,atZ_olNKXOG4rEr6mccN8g,5.088766015,Beiler's Bakery,Philadelphia,PA,4.5,"Food, Donuts, Food Stands, Restaurants, Specialty Food, Bakeries, Breakfast & Brunch",0.844006275
S_llEH0Hdbipg1xUAmr7kw,JeSIzQ1MbaYGMrGDtEAutQ,5.084081568,Nicey Treat,Indianapolis,IN,5,"Food, Ice Cream & Frozen Yogurt",0.94183155
S_llEH0Hdbipg1xUAmr7kw,zuDXSlqm2veuwTD_Kl-pkw,5.082889831,Amelia’s,Indianapolis,IN,5,"Bakeries, Food",0.937339559
S_llEH0Hdbipg1xUAmr7kw,NDzQFHW671hbB-aArOy12A,5.078253189,Chapati,Indianapolis,IN,4.5,"Middle Eastern, Halal, Pakistani, Restaurants, Indian",0.915095645
S_llEH0Hdbipg1xUAmr7kw,_nqrmx5xKLQyrbmjhwiiuA,5.06808004,The Catbird Seat,Nashville,TN,4.5,"American (New), Restaurants",0.851341758
S_llEH0Hdbipg1xUAmr7kw,ctHjyadbDQAtUFfkcAFEHw,5.067836391,Zahav,Philadelphia,PA,4.5,"Nightlife, Bars, Food, Ethnic Food, Middle Eastern, Vegetarian, Specialty Food, Israeli, Restaurants",0.776547684
S_llEH0Hdbipg1xUAmr7kw,OwWt11-2Xps3haab2ZpvLQ,5.066409669,TeeJay's Sweet Tooth,Indianapolis,IN,5,"Food, Ice Cream & Frozen Yogurt, Desserts, Donuts",0.933205596
S_llEH0Hdbipg1xUAmr7kw,lLOuLDox8qPV0Q5jCX9qtw,5.06404487,The Cupcake Collection,Nashville,TN,4.5,"Food Delivery Services, Food Trucks, Bakeries, Patisserie/Cake Shop, Custom Cakes, Desserts, Cupcakes, Food, Local Flavor, Coffee & Tea",0.817137569
S_llEH0Hdbipg1xUAmr7kw,q_PFmdGcKx2H7z2ze8H26w,5.063007714,Wright's Gourmet House,Tampa,FL,4.5,"Sandwiches, American (Traditional), Restaurants, Patisserie/Cake Shop, Caterers, Food, Event Planning & Services",0.823692283
S_llEH0Hdbipg1xUAmr7kw,IO3apWfFnKPO2XRFmGfTEw,5.061425591,Nathaniel Reid Bakery,Saint Louis,MO,4.5,"Sandwiches, Food, Desserts, Restaurants, Bakeries",0.878286798
S_llEH0Hdbipg1xUAmr7kw,BZyxr4ocl1hJvFvhlogz0Q,5.057458483,Sulphur Springs  Sandwiches Shop,Tampa,FL,5,"Sandwiches, Vegetarian, Delis, Cafes, Restaurants, Breakfast & Brunch, Cuban, Salad, Food, Desserts",0.934209355
S_llEH0Hdbipg1xUAmr7kw,_aKr7POnacW_VizRKBpCiA,5.057090665,Blues City Deli,Saint Louis,MO,5,"Delis, Bars, Restaurants, Nightlife, Pubs, American (Traditional), Sandwiches",0.859286189
S_llEH0Hdbipg1xUAmr7kw,KTGEa8V9ec0QBYM_uk1YLQ,5.057079627,Czerw's Kielbasy,Philadelphia,PA,5,"Food, Specialty Food, Meat Shops",0.955383134
S_llEH0Hdbipg1xUAmr7kw,sWwVGF9k30IDE4Lpa-XM8g,5.056211445,Balkan Treat Box,Webster Groves,MO,5,"Food Trucks, Greek, Turkish, Middle Eastern, Restaurants, Mediterranean, Food",0.764219922
S_llEH0Hdbipg1xUAmr7kw,tARR9jhv5gi9TjsfSVmjmw,5.055804367,Kaffe Crepe,Reno,NV,5,"Food, Restaurants, Cafes, Creperies, Coffee & Tea",0.920533807
2ogbpIu8mxB7oNgQ9-opzQ,dclL14pr7OojCOKJ_ZbMbQ,5.245140228,Angelo Brocato,New Orleans,LA,4.5,"Bakeries, Ice Cream & Frozen Yogurt, Food, Desserts, Gelato, Restaurants, Coffee & Tea, Patisserie/Cake Shop",0.905609991
2ogbpIu8mxB7oNgQ9-opzQ,IO3apWfFnKPO2XRFmGfTEw,5.232197676,Nathaniel Reid Bakery,Saint Louis,MO,4.5,"Sandwiches, Food, Desserts, Restaurants, Bakeries",0.878286798
2ogbpIu8mxB7oNgQ9-opzQ,tARR9jhv5gi9TjsfSVmjmw,5.223498815,Kaffe Crepe,Reno,NV,5,"Food, Restaurants, Cafes, Creperies, Coffee & Tea",0.920533807
2ogbpIu8mxB7oNgQ9-opzQ,42dVj5q-LMx_iJxcq5Fzng,5.198631349,Vida,Indianapolis,IN,4.5,"Restaurants, Local Flavor, American (New), Salad, Seafood, Steakhouses",0.944748956
2ogbpIu8mxB7oNgQ9-opzQ,fEqiXG_B-fn__w0aeF3nBQ,5.19347194,Laurel,Philadelphia,PA,4.5,"French, American (New), Restaurants",0.915292827
2ogbpIu8mxB7oNgQ9-opzQ,atZ_olNKXOG4rEr6mccN8g,5.192921167,Beiler's Bakery,Philadelphia,PA,4.5,"Food, Donuts, Food Stands, Restaurants, Specialty Food, Bakeries, Breakfast & Brunch",0.844006275
2ogbpIu8mxB7oNgQ9-opzQ,qjGS_7iaQDpbVhS6W8qkHQ,5.192077251,The Sweet Life Bakeshop,Philadelphia,PA,5,"Food, Cupcakes, Desserts, Bakeries",0.962273004
2ogbpIu8mxB7oNgQ9-opzQ,zp9OcdUq2CWtQuI9FFBOQQ,5.18096409,Iovine Brothers Produce,Philadelphia,PA,4.5,"Fruits & Veggies, Food, Specialty Food",0.915292827
2ogbpIu8mxB7oNgQ9-opzQ,KTGEa8V9ec0QBYM_uk1YLQ,5.171339659,Czerw's Kielbasy,Philadelphia,PA,5,"Food, Specialty Food, Meat Shops",0.955383134
2ogbpIu8mxB7oNgQ9-opzQ,2KIDQyTh-HzLxOUEDqtDBg,5.16553028,Mazzaro's Italian Market,Saint Petersburg,FL,4.5,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",0.717239586
2ogbpIu8mxB7oNgQ9-opzQ,JeSIzQ1MbaYGMrGDtEAutQ,5.158280517,Nicey Treat,Indianapolis,IN,5,"Food, Ice Cream & Frozen Yogurt",0.94183155
2ogbpIu8mxB7oNgQ9-opzQ,#NAME?,5.157743911,ICI Macarons & Cafe,Philadelphia,PA,5,"Desserts, Bakeries, Food, Coffee & Tea, Specialty Food, Macarons",0.927985396
2ogbpIu8mxB7oNgQ9-opzQ,OR7VJQ3Nk1wCcIbPN4TCQQ,5.154198088,Smiling With Hope Pizza,Reno,NV,5,"Italian, Restaurants, Salad, Pizza",0.908420267
2ogbpIu8mxB7oNgQ9-opzQ,B5eJm8A4eiuPLW5C6l75dQ,5.152255334,Di Bruno Bros.,Philadelphia,PA,4.5,"Sandwiches, Cheese Shops, Meat Shops, Italian, Specialty Food, Restaurants, Food",0.876348479
2ogbpIu8mxB7oNgQ9-opzQ,YuTrJL0BStMGlvJR2QZebg,5.149780992,Sweet Handkraft,Metairie,LA,4.5,"Desserts, Specialty Food, Food, Macarons, Ice Cream & Frozen Yogurt",0.763828305
2ogbpIu8mxB7oNgQ9-opzQ,NDzQFHW671hbB-aArOy12A,5.141813329,Chapati,Indianapolis,IN,4.5,"Middle Eastern, Halal, Pakistani, Restaurants, Indian",0.915095645
2ogbpIu8mxB7oNgQ9-opzQ,nsH0hQ7xB5LS2_Ba3mqHTQ,5.13632672,Paesano's Philly Style,Philadelphia,PA,4.5,"Restaurants, Sandwiches, Italian",0.886344183
2ogbpIu8mxB7oNgQ9-opzQ,DVBJRvnCpkqaYl6nHroaMg,5.134927492,Tumerico,Tucson,AZ,5,"Mexican, Gluten-Free, Vegetarian, Restaurants, Vegan",0.964209355
2ogbpIu8mxB7oNgQ9-opzQ,sWwVGF9k30IDE4Lpa-XM8g,5.128236941,Balkan Treat Box,Webster Groves,MO,5,"Food Trucks, Greek, Turkish, Middle Eastern, Restaurants, Mediterranean, Food",0.764219922
2ogbpIu8mxB7oNgQ9-opzQ,VeJqScDLsoA5WasQSv_Jfw,5.123174983,Calvin Fletcher's Coffee Company,Indianapolis,IN,4.5,"Restaurants, Food, Sandwiches, Breakfast & Brunch, Coffee & Tea, Desserts",0.913334346
2ogbpIu8mxB7oNgQ9-opzQ,_aKr7POnacW_VizRKBpCiA,5.120979127,Blues City Deli,Saint Louis,MO,5,"Delis, Bars, Restaurants, Nightlife, Pubs, American (Traditional), Sandwiches",0.859286189
2ogbpIu8mxB7oNgQ9-opzQ,wUnLSg_GKfEIQ5CQQ770_g,5.11804763,Vetri Cucina,Philadelphia,PA,4.5,"Italian, Cuban, Restaurants",0.870653778
2ogbpIu8mxB7oNgQ9-opzQ,3qsHL1xuMPlPqQciHNYkeg,5.11426965,Anello,Tucson,AZ,4.5,"Pizza, Restaurants",0.974258497
2ogbpIu8mxB7oNgQ9-opzQ,Qw7tz-UkPrpXaVidWuab4Q,5.111997129,Philadelphia Museum of Art,Philadelphia,PA,4.5,"Art Museums, Jazz & Blues, Arts & Crafts, American (New), Shopping, Museums, Nightlife, Art Galleries, Restaurants, Arts & Entertainment",0.850725715
2ogbpIu8mxB7oNgQ9-opzQ,pvRqGsEqQ0Olc_f1tLbmrQ,5.110046905,Plaza Liquors & Fine Wines,Tucson,AZ,5,"Beer, Wine & Spirits, Food",0.985441133
ZTHZsP7NSnc3Csje-SKNyQ,IO3apWfFnKPO2XRFmGfTEw,5.007941616,Nathaniel Reid Bakery,Saint Louis,MO,4.5,"Sandwiches, Food, Desserts, Restaurants, Bakeries",0.878286798
ZTHZsP7NSnc3Csje-SKNyQ,42dVj5q-LMx_iJxcq5Fzng,4.984298224,Vida,Indianapolis,IN,4.5,"Restaurants, Local Flavor, American (New), Salad, Seafood, Steakhouses",0.944748956
ZTHZsP7NSnc3Csje-SKNyQ,tARR9jhv5gi9TjsfSVmjmw,4.943712472,Kaffe Crepe,Reno,NV,5,"Food, Restaurants, Cafes, Creperies, Coffee & Tea",0.920533807
ZTHZsP7NSnc3Csje-SKNyQ,dclL14pr7OojCOKJ_ZbMbQ,4.943017823,Angelo Brocato,New Orleans,LA,4.5,"Bakeries, Ice Cream & Frozen Yogurt, Food, Desserts, Gelato, Restaurants, Coffee & Tea, Patisserie/Cake Shop",0.905609991
ZTHZsP7NSnc3Csje-SKNyQ,LRr-aw58xVMkUu0OSL_BpQ,4.923382825,The Little One,Tucson,AZ,4.5,"Restaurants, Mexican, Breakfast & Brunch, Latin American",0.931730109
ZTHZsP7NSnc3Csje-SKNyQ,2KIDQyTh-HzLxOUEDqtDBg,4.916014917,Mazzaro's Italian Market,Saint Petersburg,FL,4.5,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",0.717239586
ZTHZsP7NSnc3Csje-SKNyQ,xoVTtQd6xRrFbQcdfH0dLA,4.914323708,Jeremiah's Italian Ice,Tampa,FL,4.5,"Shaved Ice, Ice Cream & Frozen Yogurt, Desserts, Gelato, Food",0.889768393
ZTHZsP7NSnc3Csje-SKNyQ,zp9OcdUq2CWtQuI9FFBOQQ,4.9075996,Iovine Brothers Produce,Philadelphia,PA,4.5,"Fruits & Veggies, Food, Specialty Food",0.915292827
ZTHZsP7NSnc3Csje-SKNyQ,JeSIzQ1MbaYGMrGDtEAutQ,4.892426172,Nicey Treat,Indianapolis,IN,5,"Food, Ice Cream & Frozen Yogurt",0.94183155
ZTHZsP7NSnc3Csje-SKNyQ,_aKr7POnacW_VizRKBpCiA,4.890297639,Blues City Deli,Saint Louis,MO,5,"Delis, Bars, Restaurants, Nightlife, Pubs, American (Traditional), Sandwiches",0.859286189
ZTHZsP7NSnc3Csje-SKNyQ,zuDXSlqm2veuwTD_Kl-pkw,4.882507231,Amelia’s,Indianapolis,IN,5,"Bakeries, Food",0.937339559
ZTHZsP7NSnc3Csje-SKNyQ,qjGS_7iaQDpbVhS6W8qkHQ,4.867663687,The Sweet Life Bakeshop,Philadelphia,PA,5,"Food, Cupcakes, Desserts, Bakeries",0.962273004
ZTHZsP7NSnc3Csje-SKNyQ,RqW9S4WG9UYZHKhHRHXJZg,4.863806163,Lolis Mexican Cravings,Tampa,FL,4.5,"Ethnic Food, Restaurants, Specialty Food, Mexican, Food",0.82379804
ZTHZsP7NSnc3Csje-SKNyQ,Z3KyNcSMuOj_WxMwSC0Njw,4.862165167,Desserts by Toffee to Go,Tampa,FL,5,"Specialty Food, Ice Cream & Frozen Yogurt, Food, Caterers, Event Planning & Services, Candy Stores, Chocolatiers & Shops, Desserts, Coffee & Tea, Shopping",0.910808447
ZTHZsP7NSnc3Csje-SKNyQ,hjRxa6xpKOwnbUgGvVCE5Q,4.856543497,Sparks Coffee Shop,Sparks,NV,4.5,"Breakfast & Brunch, Food, American (New), Coffee & Tea, Salad, Restaurants, American (Traditional)",0.691042245
ZTHZsP7NSnc3Csje-SKNyQ,DVBJRvnCpkqaYl6nHroaMg,4.853163864,Tumerico,Tucson,AZ,5,"Mexican, Gluten-Free, Vegetarian, Restaurants, Vegan",0.964209355
ZTHZsP7NSnc3Csje-SKNyQ,q_PFmdGcKx2H7z2ze8H26w,4.842789496,Wright's Gourmet House,Tampa,FL,4.5,"Sandwiches, American (Traditional), Restaurants, Patisserie/Cake Shop, Caterers, Food, Event Planning & Services",0.823692283
ZTHZsP7NSnc3Csje-SKNyQ,4_-IcMpkF_sBRHomWZHNzA,4.839697123,Bistrot La Minette,Philadelphia,PA,4.5,"Restaurants, French, Breakfast & Brunch",0.849582511
ZTHZsP7NSnc3Csje-SKNyQ,eXKblEHP3YJYU1Awz08hVw,4.837755378,Tacos Don Memo,Philadelphia,PA,4.5,"Food Trucks, Specialty Food, Food, Restaurants, Ethnic Food, Mexican",0.920501128
ZTHZsP7NSnc3Csje-SKNyQ,PxG1rLAfbvtoAWrsq5Rhog,4.837198179,Center City Pretzel Co,Philadelphia,PA,4.5,"Bakeries, Food, Pretzels",0.946685807
ZTHZsP7NSnc3Csje-SKNyQ,DbARcEuX6NvWN_hSQKHMJg,4.831701134,Wat Mongkolratanaram of Florida,Tampa,FL,4.5,"Religious Organizations, Restaurants, Local Flavor, Thai, Buddhist Temples, Churches",0.847970194
ZTHZsP7NSnc3Csje-SKNyQ,0X5TTmfBPPY98Ra2CcSw0Q,4.831055925,Mike's BBQ,Philadelphia,PA,4.5,"Event Planning & Services, Barbeque, Sandwiches, Restaurants, Caterers",0.919204274
ZTHZsP7NSnc3Csje-SKNyQ,YjQyrXNL5HcFMY6lEtk5ag,4.829366575,Annata Wine,St. Petersburg,FL,4.5,"Nightlife, Restaurants, American (New), Bars, Wine Bars",0.698394155
